timestamp,value
2021-07-01,0.535620456219431
2021-07-02,-0.3879477930196202
2021-07-03,-1.024375332960969
2021-07-04,-0.8276751448333464
2021-07-05,1.3926703017178882e-16
2021-07-06,0.886047071908534
2021-07-07,
2021-07-08,0.430209001483082
2021-07-09,-0.361019143336224
2021-07-10,-1.0118560212792442
2021-07-11,-0.6401747994035145
2021-07-12,1.2603804711691372e-16
2021-07-13,0.7102031053186574
2021-07-14,1.170463600909554
2021-07-15,0.4640032826638984
2021-07-16,-0.4702814275665317
2021-07-17,-1.1132963220838703
2021-07-18,-0.8825008288597029
2021-07-19,1.2620457964512246e-16
2021-07-20,
2021-07-21,0.9494421200199584
2021-07-22,0.4140666828980763
2021-07-23,-0.3696988412947584
2021-07-24,-0.9767997197350332
2021-07-25,-0.6819150798598854
2021-07-26,1.4118999054359578e-16
2021-07-27,0.7364708293568815
2021-07-28,1.1973460503544404
2021-07-29,0.4301771556978966
2021-07-30,-0.3997602489126937
2021-07-31,-0.9996173429988008
2021-08-01,-0.9243080781344308
2021-08-02,1.2233239054613094e-16
2021-08-03,0.8279487379825187
2021-08-04,1.0640589382561136
2021-08-05,0.4270031820465221
2021-08-06,
2021-08-07,-0.949021654937674
2021-08-08,-0.871789834255551
2021-08-09,1.1000797851991455e-16
2021-08-10,0.7283549634525202
2021-08-11,1.0015003791562358
